x,y,z,time,activity
-1.12860107421875,0.3150787353515625,-0.197265625,3590,walk
-1.135040283203125,0.2988433837890625,-0.2144775390625,3600,walk
-1.148406982421875,0.2775421142578125,-0.228607177734375,3610,walk
-1.1483001708984375,0.240447998046875,-0.2331085205078125,3620,walk
-1.1494140625,0.2112884521484375,-0.2271270751953125,3630,walk
-1.143707275390625,0.1838531494140625,-0.2062225341796875,3640,walk
-1.1396484375,0.1612548828125,-0.1805572509765625,3650,walk
-1.1258697509765625,0.139129638671875,-0.1551361083984375,3660,walk
-1.1023712158203125,0.116973876953125,-0.1297760009765625,3670,walk
-1.0736083984375,0.09234619140625,-0.1082763671875,3680,walk
-1.0506134033203125,0.0741729736328125,-0.09295654296875,3690,walk
-1.0356903076171875,0.0678253173828125,-0.078887939453125,3700,walk
-1.029937744140625,0.0674285888671875,-0.0748138427734375,3710,walk
-1.031494140625,0.0779876708984375,-0.0716400146484375,3720,walk
-1.0405120849609375,0.0858917236328125,-0.077117919921875,3730,walk
-1.0553131103515625,0.0978240966796875,-0.08660888671875,3740,walk
-1.0836639404296875,0.1136932373046875,-0.0880126953125,3750,walk
-1.10498046875,0.1311798095703125,-0.09808349609375,3760,walk
-1.126434326171875,0.1441802978515625,-0.1146392822265625,3770,walk
-1.1519012451171875,0.1588287353515625,-0.11737060546875,3780,walk
-1.1694793701171875,0.172088623046875,-0.12274169921875,3790,walk
-1.1937713623046875,0.1977996826171875,-0.1287384033203125,3800,walk
-1.246490478515625,0.257537841796875,-0.1333160400390625,3810,walk
-1.3185882568359375,0.33343505859375,-0.138519287109375,3820,walk
-1.3717193603515625,0.3646087646484375,-0.131256103515625,3830,walk
-1.411773681640625,0.359344482421875,-0.1152496337890625,3840,walk
-1.43243408203125,0.3426361083984375,-0.0965423583984375,3850,walk
-1.4426727294921875,0.3453369140625,-0.094635009765625,3860,walk
-1.4316558837890625,0.33087158203125,-0.09405517578125,3870,walk
-1.3968658447265625,0.321197509765625,-0.0678863525390625,3880,walk
-1.3594512939453125,0.3302154541015625,-0.0480499267578125,3890,walk
-1.3340911865234375,0.348297119140625,-0.025787353515625,3900,walk
-1.3242340087890625,0.380157470703125,-0.0006561279296875,3910,walk
-1.32525634765625,0.4350433349609375,0.011322021484375,3920,walk
-1.334930419921875,0.50848388671875,0.00714111328125,3930,walk
-1.3507537841796875,0.5752105712890625,-0.011566162109375,3940,walk
-1.3696441650390625,0.6376190185546875,-0.036376953125,3950,walk
-1.386566162109375,0.6804656982421875,-0.0661468505859375,3960,walk
-1.4108428955078125,0.7120208740234375,-0.0991058349609375,3970,walk
-1.438079833984375,0.7478790283203125,-0.121856689453125,3980,walk
-1.4559173583984375,0.770111083984375,-0.1435394287109375,3990,walk
-1.4677581787109375,0.78118896484375,-0.1569366455078125,4000,walk
-1.4742889404296875,0.794158935546875,-0.1633453369140625,4010,walk
-1.4808502197265625,0.810394287109375,-0.1675567626953125,4020,walk
-1.481964111328125,0.8188629150390625,-0.164886474609375,4030,walk
-1.4668121337890625,0.82550048828125,-0.1630706787109375,4040,walk
-1.429840087890625,0.81243896484375,-0.161865234375,4050,walk
-1.37945556640625,0.7883758544921875,-0.1660308837890625,4060,walk
-1.315948486328125,0.761871337890625,-0.170379638671875,4070,walk
-1.24755859375,0.7327728271484375,-0.1711578369140625,4080,walk
-1.1808624267578125,0.7018280029296875,-0.1663665771484375,4090,walk
-1.1176605224609375,0.677734375,-0.1612396240234375,4100,walk
-1.0564422607421875,0.6492919921875,-0.153778076171875,4110,walk
-1.0086669921875,0.6255950927734375,-0.1487884521484375,4120,walk
-0.9672393798828125,0.601898193359375,-0.1432647705078125,4130,walk
-0.93389892578125,0.5781707763671875,-0.142822265625,4140,walk
-0.9039154052734375,0.5614776611328125,-0.1424102783203125,4150,walk
-0.8746337890625,0.5442657470703125,-0.14263916015625,4160,walk
-0.847564697265625,0.5256805419921875,-0.141937255859375,4170,walk
-0.8197174072265625,0.50872802734375,-0.142364501953125,4180,walk
-0.794952392578125,0.49298095703125,-0.144439697265625,4190,walk
-0.7631072998046875,0.4728851318359375,-0.14837646484375,4200,walk
-0.7417449951171875,0.4566802978515625,-0.1465911865234375,4210,walk
-0.7208709716796875,0.4420318603515625,-0.1473541259765625,4220,walk
-0.6956939697265625,0.43231201171875,-0.14703369140625,4230,walk
-0.6714935302734375,0.4177703857421875,-0.14630126953125,4240,walk
-0.647125244140625,0.4033966064453125,-0.1426544189453125,4250,walk
-0.624237060546875,0.391845703125,-0.137481689453125,4260,walk
-0.5973663330078125,0.3794097900390625,-0.1308746337890625,4270,walk
-0.5742950439453125,0.3629913330078125,-0.1248931884765625,4280,walk
-0.553741455078125,0.3524017333984375,-0.115692138671875,4290,walk
-0.54034423828125,0.343536376953125,-0.1085205078125,4300,walk
-0.5356597900390625,0.3478240966796875,-0.098052978515625,4310,walk
-0.53326416015625,0.3548431396484375,-0.0932769775390625,4320,walk
-0.5275421142578125,0.3616943359375,-0.084991455078125,4330,walk
-0.5286865234375,0.3777008056640625,-0.0792999267578125,4340,walk
-0.534942626953125,0.4012603759765625,-0.0758056640625,4350,walk
-0.5394744873046875,0.421966552734375,-0.0731658935546875,4360,walk
-0.5496826171875,0.4451904296875,-0.0639801025390625,4370,walk
-0.563934326171875,0.4671783447265625,-0.057281494140625,4380,walk
-0.5651397705078125,0.4711151123046875,-0.04998779296875,4390,walk
-0.5687713623046875,0.46563720703125,-0.0418548583984375,4400,walk
-0.589996337890625,0.47235107421875,-0.0346221923828125,4410,walk
-0.641082763671875,0.503173828125,-0.0250244140625,4420,walk
-0.718353271484375,0.545013427734375,-0.0169219970703125,4430,walk
-0.79559326171875,0.5783843994140625,-0.014617919921875,4440,walk
-0.864654541015625,0.6095428466796875,-0.0138397216796875,4450,walk
-0.925506591796875,0.61334228515625,-0.0162811279296875,4460,walk
-0.9797821044921875,0.6023101806640625,-0.0211334228515625,4470,walk
-1.048004150390625,0.600860595703125,-0.024749755859375,4480,walk
-1.14111328125,0.609283447265625,-0.0167388916015625,4490,walk
-1.23358154296875,0.6134796142578125,-0.00250244140625,4500,walk
-1.3005523681640625,0.600921630859375,0.0127716064453125,4510,walk
-1.3433685302734375,0.58355712890625,0.02239990234375,4520,walk
-1.386016845703125,0.58160400390625,0.016845703125,4530,walk
-1.3980712890625,0.5782012939453125,0.021392822265625,4540,walk
-1.388946533203125,0.553314208984375,0.0374603271484375,4550,walk
-1.3691864013671875,0.53106689453125,0.0370025634765625,4560,walk
-1.354278564453125,0.533233642578125,0.023529052734375,4570,walk
-1.348052978515625,0.545867919921875,0.009033203125,4580,walk
-1.3454132080078125,0.5601348876953125,-0.0113067626953125,4590,walk
-1.35205078125,0.5831756591796875,-0.0307159423828125,4600,walk
-1.36151123046875,0.609527587890625,-0.0512847900390625,4610,walk
-1.3678741455078125,0.634979248046875,-0.0644683837890625,4620,walk
-1.3688507080078125,0.6458892822265625,-0.079315185546875,4630,walk
-1.3604888916015625,0.64190673828125,-0.090789794921875,4640,walk
-1.3457489013671875,0.630523681640625,-0.103057861328125,4650,walk
-1.3256072998046875,0.617431640625,-0.115814208984375,4660,walk
-1.297882080078125,0.5932464599609375,-0.1295166015625,4670,walk
-1.263763427734375,0.5677032470703125,-0.1407928466796875,4680,walk
-1.2188720703125,0.530975341796875,-0.1635894775390625,4690,walk
-1.18206787109375,0.4987945556640625,-0.17864990234375,4700,walk
-1.1589202880859375,0.4710235595703125,-0.193084716796875,4710,walk
-1.14630126953125,0.449676513671875,-0.21258544921875,4720,walk
-1.1640472412109375,0.4304046630859375,-0.23431396484375,4730,walk
-1.205230712890625,0.4000701904296875,-0.24560546875,4740,walk
-1.2519683837890625,0.3481903076171875,-0.2646942138671875,4750,walk
-1.3041839599609375,0.27838134765625,-0.2888641357421875,4760,walk
-1.3490142822265625,0.197479248046875,-0.3037261962890625,4770,walk
-1.377655029296875,0.118255615234375,-0.3141632080078125,4780,walk
-1.39324951171875,0.03839111328125,-0.323028564453125,4790,walk
-1.40771484375,-0.0193328857421875,-0.3154449462890625,4800,walk
-1.4174957275390625,-0.0651702880859375,-0.3006591796875,4810,walk
-1.4096832275390625,-0.1033477783203125,-0.28125,4820,walk
-1.391693115234375,-0.1342926025390625,-0.266021728515625,4830,walk
-1.35498046875,-0.170318603515625,-0.2490997314453125,4840,walk
-1.3101043701171875,-0.203582763671875,-0.22772216796875,4850,walk
-1.27032470703125,-0.22332763671875,-0.2091827392578125,4860,walk
-1.2311859130859375,-0.2270660400390625,-0.1941680908203125,4870,walk
-1.1850433349609375,-0.230133056640625,-0.1841278076171875,4880,walk
-1.145599365234375,-0.2380218505859375,-0.1826019287109375,4890,walk
-1.1168212890625,-0.2326202392578125,-0.179107666015625,4900,walk
-1.09503173828125,-0.2304534912109375,-0.1815338134765625,4910,walk
-1.0850677490234375,-0.22332763671875,-0.18701171875,4920,walk
-1.07867431640625,-0.2183685302734375,-0.1948394775390625,4930,walk
-1.074462890625,-0.2127227783203125,-0.2098846435546875,4940,walk
-1.07562255859375,-0.19903564453125,-0.23040771484375,4950,walk
-1.08935546875,-0.1808013916015625,-0.2511444091796875,4960,walk
-1.11602783203125,-0.1536407470703125,-0.2559967041015625,4970,walk
-1.129608154296875,-0.13507080078125,-0.2604522705078125,4980,walk
-1.1366424560546875,-0.1216583251953125,-0.26531982421875,4990,walk
-1.15887451171875,-0.082672119140625,-0.2747802734375,5000,walk
-1.21234130859375,-0.002960205078125,-0.3020782470703125,5010,walk
-1.288665771484375,0.0634002685546875,-0.3290863037109375,5020,walk
-1.346710205078125,0.0958709716796875,-0.33331298828125,5030,walk
-1.4031829833984375,0.1086273193359375,-0.3457794189453125,5040,walk
-1.465362548828125,0.1177978515625,-0.3486480712890625,5050,walk
-1.5296783447265625,0.1482696533203125,-0.334686279296875,5060,walk
-1.59844970703125,0.20025634765625,-0.3197479248046875,5070,walk
-1.645355224609375,0.2488861083984375,-0.28253173828125,5080,walk
-1.6520538330078125,0.282684326171875,-0.2349853515625,5090,walk
-1.625823974609375,0.294769287109375,-0.200836181640625,5100,walk
-1.6091766357421875,0.32244873046875,-0.17510986328125,5110,walk
-1.5955810546875,0.3759002685546875,-0.152923583984375,5120,walk
-1.5930633544921875,0.4508514404296875,-0.14154052734375,5130,walk
-1.5908660888671875,0.5194091796875,-0.144439697265625,5140,walk
-1.572998046875,0.571685791015625,-0.146331787109375,5150,walk
-1.5410003662109375,0.6119842529296875,-0.15093994140625,5160,walk
-1.500244140625,0.6425628662109375,-0.1613006591796875,5170,walk
-1.46826171875,0.6649627685546875,-0.1773529052734375,5180,walk
-1.429595947265625,0.6805572509765625,-0.18603515625,5190,walk
-1.3645782470703125,0.67333984375,-0.1909332275390625,5200,walk
-1.288665771484375,0.655853271484375,-0.199676513671875,5210,walk
-1.2269744873046875,0.6363677978515625,-0.2108306884765625,5220,walk
-1.180145263671875,0.625396728515625,-0.2145843505859375,5230,walk
-1.1425628662109375,0.6095123291015625,-0.21380615234375,5240,walk
-1.1259765625,0.6050872802734375,-0.2108001708984375,5250,walk
-1.0987091064453125,0.5969085693359375,-0.1981353759765625,5260,walk
-1.05810546875,0.5713958740234375,-0.1858978271484375,5270,walk
-1.009033203125,0.5376129150390625,-0.1758575439453125,5280,walk
-0.9606781005859375,0.503265380859375,-0.166534423828125,5290,walk
-0.9111175537109375,0.4692535400390625,-0.1491241455078125,5300,walk
-0.86785888671875,0.4448699951171875,-0.133270263671875,5310,walk
-0.83148193359375,0.4244232177734375,-0.1224822998046875,5320,walk
-0.80670166015625,0.41107177734375,-0.11004638671875,5330,walk
-0.7841339111328125,0.4026031494140625,-0.1009674072265625,5340,walk
-0.7611236572265625,0.3924713134765625,-0.0973358154296875,5350,walk
-0.742889404296875,0.380126953125,-0.0945281982421875,5360,walk
-0.7216949462890625,0.3703460693359375,-0.0920562744140625,5370,walk
-0.700408935546875,0.3581085205078125,-0.09515380859375,5380,walk
-0.6795654296875,0.346923828125,-0.0969085693359375,5390,walk
-0.660614013671875,0.3344573974609375,-0.09991455078125,5400,walk
-0.6404266357421875,0.3237457275390625,-0.1033172607421875,5410,walk
-0.6244964599609375,0.315521240234375,-0.1062774658203125,5420,walk
-0.611785888671875,0.312713623046875,-0.1081390380859375,5430,walk
-0.6018524169921875,0.3118133544921875,-0.1105804443359375,5440,walk
-0.593658447265625,0.310638427734375,-0.1142578125,5450,walk
-0.589385986328125,0.3125457763671875,-0.1138763427734375,5460,walk
-0.5876312255859375,0.31890869140625,-0.11688232421875,5470,walk
-0.5872955322265625,0.3277435302734375,-0.1152801513671875,5480,walk
-0.5937652587890625,0.3344268798828125,-0.11846923828125,5490,walk
-0.6019744873046875,0.346649169921875,-0.1180877685546875,5500,walk
-0.6172332763671875,0.3610687255859375,-0.120147705078125,5510,walk
-0.6464996337890625,0.3863372802734375,-0.12042236328125,5520,walk
-0.6840667724609375,0.420166015625,-0.12188720703125,5530,walk
-0.7231292724609375,0.453765869140625,-0.121612548828125,5540,walk
-0.76019287109375,0.4830169677734375,-0.11907958984375,5550,walk
-0.7832183837890625,0.504119873046875,-0.115020751953125,5560,walk
-0.80072021484375,0.5128936767578125,-0.1116180419921875,5570,walk
-0.8002166748046875,0.511688232421875,-0.106170654296875,5580,walk
-0.79095458984375,0.501739501953125,-0.101531982421875,5590,walk
-0.7866973876953125,0.4837188720703125,-0.0974578857421875,5600,walk
-0.7855682373046875,0.4801177978515625,-0.088775634765625,5610,walk
-0.8087921142578125,0.4852447509765625,-0.068634033203125,5620,walk
-0.845306396484375,0.5155487060546875,-0.037811279296875,5630,walk
-0.8946075439453125,0.5642852783203125,-0.0192413330078125,5640,walk
-0.955078125,0.6212921142578125,0.005126953125,5650,walk
-0.99688720703125,0.676177978515625,0.031494140625,5660,walk
-1.0225067138671875,0.715362548828125,0.053497314453125,5670,walk
-1.0491943359375,0.7211151123046875,0.055938720703125,5680,walk
-1.059600830078125,0.7103729248046875,0.0659332275390625,5690,walk
-1.0601043701171875,0.6840972900390625,0.0694122314453125,5700,walk
-1.0586395263671875,0.6636962890625,0.0843658447265625,5710,walk
-1.068695068359375,0.664642333984375,0.094024658203125,5720,walk
-1.0955657958984375,0.68084716796875,0.09564208984375,5730,walk
-1.133453369140625,0.70635986328125,0.09600830078125,5740,walk
-1.1736602783203125,0.74188232421875,0.0997314453125,5750,walk
-1.2126312255859375,0.7628936767578125,0.1006011962890625,5760,walk
-1.2618865966796875,0.7795257568359375,0.0958404541015625,5770,walk
-1.3281097412109375,0.803802490234375,0.0858306884765625,5780,walk
-1.3927459716796875,0.830718994140625,0.0758209228515625,5790,walk
-1.4488677978515625,0.846221923828125,0.06365966796875,5800,walk
-1.4848175048828125,0.8518524169921875,0.05120849609375,5810,walk
-1.4931793212890625,0.837554931640625,0.047332763671875,5820,walk
-1.4773406982421875,0.814605712890625,0.0410919189453125,5830,walk
-1.45233154296875,0.786224365234375,0.033966064453125,5840,walk
-1.412872314453125,0.7487335205078125,0.0285491943359375,5850,walk
-1.368621826171875,0.7035064697265625,0.02679443359375,5860,walk
-1.322265625,0.6608123779296875,0.02362060546875,5870,walk
-1.269317626953125,0.6282196044921875,0.0174560546875,5880,walk
-1.21307373046875,0.5891571044921875,0.0102081298828125,5890,walk
-1.1634368896484375,0.5542755126953125,0.0001678466796875,5900,walk
-1.116241455078125,0.530975341796875,-0.0139312744140625,5910,walk
-1.07965087890625,0.5115966796875,-0.030670166015625,5920,walk
-1.0499420166015625,0.4913482666015625,-0.0479583740234375,5930,walk
-1.0235595703125,0.465118408203125,-0.0657958984375,5940,walk
-1.0041656494140625,0.43951416015625,-0.0860595703125,5950,walk
-0.99847412109375,0.4136962890625,-0.110107421875,5960,walk
-0.98907470703125,0.381622314453125,-0.1322174072265625,5970,walk
-0.988861083984375,0.351806640625,-0.155029296875,5980,walk
-1.0077362060546875,0.3315277099609375,-0.1805267333984375,5990,walk
-1.030120849609375,0.3266143798828125,-0.2019500732421875,6000,walk
-1.04498291015625,0.310516357421875,-0.2268524169921875,6010,walk
-1.053619384765625,0.2864837646484375,-0.243804931640625,6020,walk
-1.0645599365234375,0.2692413330078125,-0.25567626953125,6030,walk
-1.0676727294921875,0.2407073974609375,-0.2664947509765625,6040,walk
-1.0690460205078125,0.21087646484375,-0.2733001708984375,6050,walk
-1.0722808837890625,0.185211181640625,-0.2853546142578125,6060,walk
-1.070770263671875,0.1548309326171875,-0.2874298095703125,6070,walk
-1.0740509033203125,0.1342620849609375,-0.2882843017578125,6080,walk
-1.0882415771484375,0.128387451171875,-0.290924072265625,6090,walk
-1.1030426025390625,0.12066650390625,-0.290802001953125,6100,walk
-1.121429443359375,0.1152801513671875,-0.285369873046875,6110,walk
-1.1454315185546875,0.11553955078125,-0.27508544921875,6120,walk
-1.16998291015625,0.12158203125,-0.2609405517578125,6130,walk
-1.197784423828125,0.1391754150390625,-0.25006103515625,6140,walk
-1.2216339111328125,0.15234375,-0.2422637939453125,6150,walk
-1.240509033203125,0.1634521484375,-0.229248046875,6160,walk
-1.2551116943359375,0.177154541015625,-0.2110137939453125,6170,walk
-1.2603912353515625,0.193878173828125,-0.197052001953125,6180,walk
-1.2603912353515625,0.21075439453125,-0.176513671875,6190,walk
-1.25274658203125,0.227325439453125,-0.1570281982421875,6200,walk
-1.2768707275390625,0.27880859375,-0.1411590576171875,6210,walk
-1.35260009765625,0.374847412109375,-0.142120361328125,6220,walk
-1.435028076171875,0.4793853759765625,-0.1396484375,6230,walk
-1.4774169921875,0.5407562255859375,-0.1405181884765625,6240,walk
-1.5012359619140625,0.578887939453125,-0.1454620361328125,6250,walk
-1.509918212890625,0.60797119140625,-0.1590728759765625,6260,walk
-1.503997802734375,0.631591796875,-0.1698150634765625,6270,walk
-1.4791717529296875,0.64794921875,-0.1860198974609375,6280,walk
-1.456085205078125,0.6602630615234375,-0.1914825439453125,6290,walk
-1.42633056640625,0.6733551025390625,-0.1851348876953125,6300,walk
-1.40667724609375,0.6782684326171875,-0.1682281494140625,6310,walk
-1.39068603515625,0.6999664306640625,-0.150909423828125,6320,walk
-1.386444091796875,0.7336273193359375,-0.139678955078125,6330,walk
-1.3908538818359375,0.7755126953125,-0.1381072998046875,6340,walk
-1.4051666259765625,0.82281494140625,-0.14385986328125,6350,walk
-1.4098358154296875,0.8684844970703125,-0.1524810791015625,6360,walk
-1.4119873046875,0.90533447265625,-0.166595458984375,6370,walk
-1.4055328369140625,0.92486572265625,-0.1794281005859375,6380,walk
-1.3907623291015625,0.9330902099609375,-0.1912384033203125,6390,walk
-1.3648529052734375,0.9346771240234375,-0.20477294921875,6400,walk
-1.3341827392578125,0.9290771484375,-0.213623046875,6410,walk
-1.29449462890625,0.9135284423828125,-0.2193756103515625,6420,walk
-1.247650146484375,0.89300537109375,-0.2233734130859375,6430,walk
-1.199920654296875,0.87017822265625,-0.2180633544921875,6440,walk
-1.1531524658203125,0.8404998779296875,-0.2073211669921875,6450,walk
-1.1023406982421875,0.8103179931640625,-0.2006378173828125,6460,walk
-1.0560150146484375,0.779510498046875,-0.19366455078125,6470,walk
-1.018218994140625,0.7474517822265625,-0.1805572509765625,6480,walk
-0.987030029296875,0.708404541015625,-0.1757659912109375,6490,walk
-0.96466064453125,0.677459716796875,-0.1677398681640625,6500,walk
-0.948455810546875,0.6530609130859375,-0.1562652587890625,6510,walk
-0.932373046875,0.6293487548828125,-0.1489105224609375,6520,walk
-0.9181365966796875,0.607421875,-0.143310546875,6530,walk
-0.900909423828125,0.5932769775390625,-0.139373779296875,6540,walk
-0.88262939453125,0.581695556640625,-0.1383514404296875,6550,walk
-0.8659820556640625,0.571685791015625,-0.136810302734375,6560,walk
-0.858856201171875,0.58612060546875,-0.131866455078125,6570,walk
-0.838653564453125,0.60699462890625,-0.1162109375,6580,walk
-0.7879791259765625,0.605499267578125,-0.10736083984375,6590,walk
-0.7312469482421875,0.593536376953125,-0.102569580078125,6600,walk
-0.6768035888671875,0.579864501953125,-0.0911712646484375,6610,walk
-0.6229705810546875,0.5602874755859375,-0.085296630859375,6620,walk
-0.576416015625,0.5326385498046875,-0.0799102783203125,6630,walk
-0.5396575927734375,0.512908935546875,-0.0830841064453125,6640,walk
-0.51165771484375,0.5037384033203125,-0.0853729248046875,6650,walk
-0.48919677734375,0.4992828369140625,-0.086395263671875,6660,walk
-0.464630126953125,0.4987030029296875,-0.084991455078125,6670,walk
-0.445556640625,0.494171142578125,-0.08837890625,6680,walk
-0.426788330078125,0.4828338623046875,-0.090118408203125,6690,walk
-0.4198150634765625,0.4710235595703125,-0.089996337890625,6700,walk
-0.425872802734375,0.4630584716796875,-0.089996337890625,6710,walk
-0.446502685546875,0.471710205078125,-0.08984375,6720,walk
-0.4829864501953125,0.4911346435546875,-0.095977783203125,6730,walk
-0.531951904296875,0.5165252685546875,-0.0995330810546875,6740,walk
-0.589141845703125,0.5472412109375,-0.104400634765625,6750,walk
-0.6410064697265625,0.5764007568359375,-0.111480712890625,6760,walk
-0.6793365478515625,0.584564208984375,-0.1102294921875,6770,walk
-0.69036865234375,0.5718231201171875,-0.1169281005859375,6780,walk
-0.6915740966796875,0.54412841796875,-0.12274169921875,6790,walk
-0.6883697509765625,0.5158538818359375,-0.1257781982421875,6800,walk
-0.7063446044921875,0.4992523193359375,-0.12615966796875,6810,walk
-0.73968505859375,0.4888916015625,-0.1266326904296875,6820,walk
-0.8140869140625,0.507232666015625,-0.12615966796875,6830,walk
-0.931060791015625,0.5745697021484375,-0.1311798095703125,6840,walk
-1.0453033447265625,0.655426025390625,-0.128631591796875,6850,walk
-1.1179351806640625,0.70751953125,-0.11053466796875,6860,walk
-1.148040771484375,0.711212158203125,-0.0964813232421875,6870,walk
-1.15692138671875,0.6874542236328125,-0.0907135009765625,6880,walk
-1.1819915771484375,0.6823272705078125,-0.084320068359375,6890,walk
-1.207763671875,0.6959991455078125,-0.07720947265625,6900,walk
-1.2227935791015625,0.7058258056640625,-0.0710601806640625,6910,walk
-1.2220458984375,0.689056396484375,-0.0700225830078125,6920,walk
-1.2116851806640625,0.6684722900390625,-0.0699920654296875,6930,walk
-1.203826904296875,0.6378326416015625,-0.077423095703125,6940,walk
-1.2234954833984375,0.6151123046875,-0.0880584716796875,6950,walk
-1.266876220703125,0.6192474365234375,-0.0833892822265625,6960,walk
-1.320037841796875,0.6350250244140625,-0.0814208984375,6970,walk
-1.3770904541015625,0.6526947021484375,-0.0841217041015625,6980,walk
-1.4294891357421875,0.6604156494140625,-0.084197998046875,6990,walk
-1.4803924560546875,0.6785736083984375,-0.085205078125,7000,walk
-1.52581787109375,0.6981201171875,-0.0868377685546875,7010,walk
-1.5601348876953125,0.7171173095703125,-0.0911712646484375,7020,walk
-1.574676513671875,0.7328033447265625,-0.0889129638671875,7030,walk
-1.5733642578125,0.7309722900390625,-0.09539794921875,7040,walk
-1.5509185791015625,0.7184906005859375,-0.09869384765625,7050,walk
-1.5178070068359375,0.69659423828125,-0.1049346923828125,7060,walk
-1.4675750732421875,0.6668243408203125,-0.10565185546875,7070,walk
-1.4141998291015625,0.636474609375,-0.1081085205078125,7080,walk
-1.356842041015625,0.6061859130859375,-0.1169586181640625,7090,walk
-1.2982330322265625,0.5774078369140625,-0.131744384765625,7100,walk
-1.247344970703125,0.5500030517578125,-0.1494598388671875,7110,walk
-1.1949462890625,0.5277099609375,-0.1677093505859375,7120,walk
-1.1461944580078125,0.5037078857421875,-0.1883544921875,7130,walk
-1.102294921875,0.47705078125,-0.2071990966796875,7140,walk
-1.06390380859375,0.4459991455078125,-0.2215423583984375,7150,walk
-1.0335693359375,0.4215087890625,-0.2320709228515625,7160,walk
-1.011566162109375,0.4015655517578125,-0.2379913330078125,7170,walk
-0.9968719482421875,0.38323974609375,-0.2390899658203125,7180,walk
-0.99725341796875,0.365234375,-0.24169921875,7190,walk
